Daily Reservoir trends for India from 01-Jan-2015 to 24-Jan-2021

Dates,Last 10 Year Average Storage (BCM),Last Year Storage (BCM),Current Year Storage (BCM)
"01-Jan-2015",96.0061,110.081,90.187
"02-Jan-2015",95.6443,109.589,93.414
"03-Jan-2015",95.2415,109.683,93.094
"04-Jan-2015",94.8621,109.09,92.827
"05-Jan-2015",94.3928,108.625,91.85
"06-Jan-2015",93.9941,108.239,91.524
"07-Jan-2015",93.4165,107.663,91.227
"08-Jan-2015",92.9741,106.957,90.817
"09-Jan-2015",92.4508,106.415,90.974
"10-Jan-2015",91.8613,105.95,90.592
"11-Jan-2015",91.4064,105.381,90.259
"12-Jan-2015",90.8431,104.913,89.452
"13-Jan-2015",90.378,104.446,89.072
"14-Jan-2015",89.8526,104.141,88.078
"15-Jan-2015",89.3412,103.637,87.758
"16-Jan-2015",88.8178,103.15,87.268
"17-Jan-2015",88.2911,102.564,86.818
"18-Jan-2015",87.774,102.084,86.4
"19-Jan-2015",87.306,101.662,85.684
"20-Jan-2015",86.8132,101.085,85.151
"21-Jan-2015",86.3,100.317,84.679
"22-Jan-2015",85.8375,100.019,84.243
"23-Jan-2015",85.3244,99.74,83.773
"24-Jan-2015",84.7745,99.263,83.242
"25-Jan-2015",84.2752,98.84,82.721
"26-Jan-2015",83.6976,98.442,81.863
"27-Jan-2015",83.2743,98.062,81.64
"28-Jan-2015",82.727,97.547,81.225
"29-Jan-2015",82.2141,97.109,80.767
"30-Jan-2015",81.7599,96.718,80.136
"31-Jan-2015",81.2794,96.311,79.649
"01-Feb-2015",80.4631,95.723,79.169
"02-Feb-2015",79.9886,95.193,78.481
"03-Feb-2015",79.5165,94.759,77.901
"04-Feb-2015",79.0004,93.775,77.495
"05-Feb-2015",78.5059,93.267,77.17
"06-Feb-2015",78.0564,92.742,76.759
"07-Feb-2015",77.6007,92.269,76.266
"08-Feb-2015",77.001,91.807,75.842
"09-Feb-2015",76.4958,91.368,75.19
"10-Feb-2015",76.0224,90.629,74.692
"11-Feb-2015",75.5453,90.035,74.207
"12-Feb-2015",75.0627,89.413,73.866
"13-Feb-2015",74.5919,88.842,73.515
"14-Feb-2015",74.0777,88.319,72.82
"15-Feb-2015",73.5875,87.829,72.401
"16-Feb-2015",73.1079,87.356,71.581
"17-Feb-2015",72.6565,86.912,71.161
"18-Feb-2015",72.1845,85.893,70.835
"19-Feb-2015",71.7157,85.346,70.332
"20-Feb-2015",71.2143,84.82,69.798
"21-Feb-2015",70.7292,84.284,69.422
"22-Feb-2015",70.2141,83.888,69.063
"23-Feb-2015",69.6377,83.496,68.525
"24-Feb-2015",69.2241,82.989,68.135
"25-Feb-2015",68.6448,82.034,67.467
"26-Feb-2015",68.2538,81.58,67.171
"27-Feb-2015",67.7559,81.195,66.68
"28-Feb-2015",67.2847,80.812,66.185
"01-Mar-2015",66.3211,81.162,65.981
"02-Mar-2015",65.9279,80.748,65.739
"03-Mar-2015",65.4932,80.163,65.165
"04-Mar-2015",64.9284,79.022,64.939
"05-Mar-2015",64.5527,78.618,64.713
"06-Mar-2015",64.1285,78.222,64.461
"07-Mar-2015",63.792,77.819,64.254
"08-Mar-2015",63.3457,77.346,63.965
"09-Mar-2015",62.8644,77.015,63.23
"10-Mar-2015",62.4328,76.394,63.002
"11-Mar-2015",62.0207,76.046,62.7
"12-Mar-2015",61.753,75.663,62.421
"13-Mar-2015",61.0952,75.173,62.056
"14-Mar-2015",60.7084,74.785,61.772
"15-Mar-2015",60.2207,74.419,61.486
"16-Mar-2015",59.7669,73.67,60.837
"17-Mar-2015",59.4069,73.186,60.558
"18-Mar-2015",58.8779,72.694,60.287
"19-Mar-2015",58.4464,72.285,59.991
"20-Mar-2015",57.9847,71.717,59.754
"21-Mar-2015",57.4689,71.094,59.371
"22-Mar-2015",56.9141,70.603,58.898
"23-Mar-2015",56.4406,70.092,58.402
"24-Mar-2015",56.0721,69.672,58.069
"25-Mar-2015",55.7192,69.151,57.817
"26-Mar-2015",55.2842,68.479,57.384
"27-Mar-2015",54.8282,68,57.058
"28-Mar-2015",54.4225,67.476,56.83
"29-Mar-2015",54.0357,66.997,56.642
"30-Mar-2015",53.6116,66.605,56.228
"31-Mar-2015",53.1299,65.937,55.667
"01-Apr-2015",52.6157,65.631,55.488
"02-Apr-2015",52.338,65.371,55.348
"03-Apr-2015",51.929,64.916,54.94
"04-Apr-2015",51.5872,64.542,54.694
"05-Apr-2015",51.1839,64.271,54.5
"06-Apr-2015",50.7687,63.942,54.01
"07-Apr-2015",50.3413,63.081,53.787
"08-Apr-2015",49.964,62.672,53.455
"09-Apr-2015",49.6107,62.151,53.206
"10-Apr-2015",49.2693,61.916,53.736
"11-Apr-2015",48.8772,61.455,53.426
"12-Apr-2015",48.4387,61.285,53.323
"13-Apr-2015",48.031,60.723,52.61
"14-Apr-2015",47.6995,60.509,52.434
"15-Apr-2015",47.2957,59.922,52.393
"16-Apr-2015",46.9438,59.542,52.226
"17-Apr-2015",46.6975,59.724,52.019
"18-Apr-2015",46.3996,59.444,51.891
"19-Apr-2015",45.992,59.334,51.721
"20-Apr-2015",45.711,59.033,51.306
"21-Apr-2015",45.3966,58.482,50.925
"22-Apr-2015",45.1265,58.099,50.744
"23-Apr-2015",44.5941,56.148,50.582
"24-Apr-2015",44.3048,55.914,50.419
"25-Apr-2015",44.0598,55.705,50.541
"26-Apr-2015",43.7042,55.277,50.489
"27-Apr-2015",43.3652,54.824,49.769
"28-Apr-2015",42.989,54.296,49.588
"29-Apr-2015",42.8632,55.45,49.507
"30-Apr-2015",42.4571,54.072,49.277
"01-May-2015",41.9239,53.189,49.174
"02-May-2015",41.6786,52.778,49.072
"03-May-2015",41.3835,52.485,49.023
"04-May-2015",40.9088,52.034,48.27
"05-May-2015",40.6247,51.637,48.171
"06-May-2015",40.3381,51.43,48.003
"07-May-2015",40.0315,51.005,47.91
"08-May-2015",39.6186,50.743,47.682
"09-May-2015",39.3039,50.509,47.545
"10-May-2015",39.0786,50.346,47.429
"11-May-2015",38.7224,50.109,46.575
"12-May-2015",38.4722,49.956,46.455
"13-May-2015",38.1816,49.459,46.264
"14-May-2015",37.8708,49.175,46.377
"15-May-2015",37.5296,48.908,45.918
"16-May-2015",37.0748,48.604,45.764
"17-May-2015",36.6997,48.319,45.678
"18-May-2015",36.3827,48.083,45.243
"19-May-2015",36.0179,46.018,45.432
"20-May-2015",36.0752,47.429,45.106
"21-May-2015",35.9298,47.186,45.002
"22-May-2015",35.5632,46.525,45.168
"23-May-2015",35.2995,46.216,44.751
"24-May-2015",35.0425,45.982,44.608
"25-May-2015",34.7855,45.732,44.127
"26-May-2015",34.592,45.488,43.907
"27-May-2015",34.3776,45.474,43.542
"28-May-2015",34.0279,45.29,42.03
"29-May-2015",34.0431,45.202,43.744
"30-May-2015",33.7333,44.497,42.81
"31-May-2015",33.5942,44.721,42.645
"01-Jun-2015",33.1852,44.008,42.128
"02-Jun-2015",33.0727,43.985,42.109
"03-Jun-2015",32.9396,43.974,41.899
"04-Jun-2015",32.6259,43.518,40.162
"05-Jun-2015",32.5739,43.655,41.464
"06-Jun-2015",32.3714,42.615,41.163
"07-Jun-2015",32.2471,42.685,40.967
"08-Jun-2015",32.135,42.2,40.758
"09-Jun-2015",31.9513,41.468,40.84
"10-Jun-2015",31.7888,41.288,40.676
"11-Jun-2015",31.6691,41.101,40.31
"12-Jun-2015",31.6113,41.071,40.458
"13-Jun-2015",31.5109,40.866,40.305
"14-Jun-2015",31.4501,40.663,40.18
"15-Jun-2015",31.3815,40.539,40.086
"16-Jun-2015",31.2923,39.538,39.781
"17-Jun-2015",31.384,39.365,39.784
"18-Jun-2015",31.4658,39.395,39.758
"19-Jun-2015",31.5488,39.344,39.686
"20-Jun-2015",31.6409,39.459,39.762
"21-Jun-2015",31.7188,39.577,40.047
"22-Jun-2015",32.1418,39.948,40.734
"23-Jun-2015",32.3592,39.685,41.45
"24-Jun-2015",32.6374,39.709,43.147
"25-Jun-2015",33.0425,39.572,44.778
"26-Jun-2015",33.428,39.421,46.47
"27-Jun-2015",33.7383,39.128,47.424
"28-Jun-2015",34.0764,39.021,47.805
"29-Jun-2015",34.5077,38.759,48.016
"30-Jun-2015",34.9665,38.609,48.482
"01-Jul-2015",35.6295,38.391,49.112
"02-Jul-2015",36.4543,38.361,49.27
"03-Jul-2015",37.2754,38.245,49.315
"04-Jul-2015",38.004,38.303,49.319
"05-Jul-2015",38.87,38.293,49.346
"06-Jul-2015",39.7183,38.359,49.405
"07-Jul-2015",40.5058,38.298,49.562
"08-Jul-2015",41.4029,38.125,49.697
"09-Jul-2015",42.4387,37.893,47.793
"10-Jul-2015",43.5323,37.733,49.205
"11-Jul-2015",44.4838,37.757,50.493
"12-Jul-2015",45.1682,37.821,52.481
"13-Jul-2015",45.8471,37.924,53.706
"14-Jul-2015",46.4793,38.517,53.37
"15-Jul-2015",47.2616,39.444,53.077
"16-Jul-2015",48.0766,40.155,53.078
"17-Jul-2015",49.1238,41.488,53.478
"18-Jul-2015",50.0895,42.618,53.985
"19-Jul-2015",51.4554,43.944,54.799
"20-Jul-2015",52.5755,45.273,55.711
"21-Jul-2015",54.0128,48.856,57.96
"22-Jul-2015",55.3373,50.667,59.81
"23-Jul-2015",56.7763,53.621,60.896
"24-Jul-2015",58.5438,58.232,62.359
"25-Jul-2015",60.3758,62.344,64.473
"26-Jul-2015",62.1515,64.321,67.764
"27-Jul-2015",63.6505,66.133,69.734
"28-Jul-2015",64.9279,67.71,71.544
"29-Jul-2015",66.8378,70.368,73.516
"30-Jul-2015",68.1792,72.513,73.692
"31-Jul-2015",69.7646,74.662,73.982
"01-Aug-2015",72.3578,77.104,74.357
"02-Aug-2015",73.5469,78.267,74.733
"03-Aug-2015",75.0577,80.06,75.531
"04-Aug-2015",76.7398,81.837,76.21
"05-Aug-2015",78.3796,84.529,78.71
"06-Aug-2015",80.3472,89.05,79.22
"07-Aug-2015",82.9968,93.102,83.445
"08-Aug-2015",84.7569,95.014,83.364
"09-Aug-2015",86.3238,96.952,86.474
"10-Aug-2015",87.6572,98.179,87.886
"11-Aug-2015",89.2401,100.857,88.083
"12-Aug-2015",90.6397,101.755,88.829
"13-Aug-2015",91.9168,102.59,89.355
"14-Aug-2015",93.0747,103.051,89.663
"15-Aug-2015",94.5456,103.959,90.145
"16-Aug-2015",96.1544,104.988,90.751
"17-Aug-2015",97.4719,105.636,91.613
"18-Aug-2015",98.4619,104.712,92.196
"19-Aug-2015",99.79,105.743,92.824
"20-Aug-2015",100.5909,106.003,93.288
"21-Aug-2015",101.4139,105.942,93.745
"22-Aug-2015",101.72,105.889,93.931
"23-Aug-2015",102.2778,106.067,94.035
"24-Aug-2015",103.6149,106.449,94.114
"25-Aug-2015",103.9732,106.511,94.018
"26-Aug-2015",104.4193,106.949,94.043
"27-Aug-2015",105.194,107.462,94.004
"28-Aug-2015",105.7978,107.59,94.109
"29-Aug-2015",106.7395,108.088,94.167
"30-Aug-2015",107.1925,108.835,94.376
"31-Aug-2015",107.8788,109.871,94.76
"01-Sep-2015",109.4224,115.606,95.072
"02-Sep-2015",109.5658,112.24,95.102
"03-Sep-2015",110.4432,114.492,95.254
"04-Sep-2015",111.1256,115.736,94.933
"05-Sep-2015",112.0242,116.92,95.084
"06-Sep-2015",113.3593,122.313,94.798
"07-Sep-2015",113.5584,118.547,94.622
"08-Sep-2015",114.3721,121.258,94.445
"09-Sep-2015",115.163,122.862,94.393
"10-Sep-2015",116.684,128.389,94.305
"11-Sep-2015",117.4689,129.591,94.441
"12-Sep-2015",117.5825,125.682,94.342
"13-Sep-2015",118.2124,125.997,94.237
"14-Sep-2015",118.7013,126.383,94.277
"15-Sep-2015",119.6935,133.208,94.314
"16-Sep-2015",119.7649,129.47,94.749
"17-Sep-2015",120.1703,129.587,95.016
"18-Sep-2015",120.7008,129.692,95.006
"19-Sep-2015",121.7726,129.968,95.834
"20-Sep-2015",121.9233,130.01,96.383
"21-Sep-2015",122.8223,130.128,96.896
"22-Sep-2015",123.1666,130.693,97.057
"23-Sep-2015",123.3773,130.741,97.372
"24-Sep-2015",123.4374,130.612,97.816
"25-Sep-2015",123.4975,128.678,97.932
"26-Sep-2015",123.5308,128.482,98.032
"27-Sep-2015",123.5847,128.173,98.02
"28-Sep-2015",123.6317,127.929,98.544
"29-Sep-2015",123.6238,127.709,98.524
"30-Sep-2015",123.5738,127.435,98.467
"01-Oct-2015",123.384,126.979,98.484
"02-Oct-2015",123.4506,127.151,98.455
"03-Oct-2015",123.511,126.827,98.28
"04-Oct-2015",123.4726,126.635,98.012
"05-Oct-2015",123.3631,126.213,97.192
"06-Oct-2015",123.1489,125.606,97.113
"07-Oct-2015",123.0876,125.176,97.069
"08-Oct-2015",123.1668,124.889,97.018
"09-Oct-2015",123.1934,124.471,96.93
"10-Oct-2015",123.009,123.536,96.771
"11-Oct-2015",122.7491,122.419,96.688
"12-Oct-2015",122.4623,121.65,96.303
"13-Oct-2015",122.2013,121.245,96.014
"14-Oct-2015",122.066,121.591,95.887
"15-Oct-2015",121.8276,121.472,95.485
"16-Oct-2015",121.5761,121.811,95.079
"17-Oct-2015",121.3269,121.808,94.691
"18-Oct-2015",121.1061,121.664,94.399
"19-Oct-2015",120.6738,120.868,94.024
"20-Oct-2015",120.4503,120.496,93.711
"21-Oct-2015",120.1954,120.216,93.399
"22-Oct-2015",119.9904,120.698,93.163
"23-Oct-2015",119.7312,120.515,92.588
"24-Oct-2015",119.4558,120.112,92.207
"25-Oct-2015",119.13,119.734,91.866
"26-Oct-2015",118.8555,119.57,91.341
"27-Oct-2015",118.5817,119.551,90.972
"28-Oct-2015",118.7603,119.666,90.651
"29-Oct-2015",118.4264,119.775,90.466
"30-Oct-2015",118.0715,119.616,90.102
"31-Oct-2015",117.8569,119.448,89.614
"01-Nov-2015",117.4568,119.268,89.31
"02-Nov-2015",117.2191,119.04,89.105
"03-Nov-2015",116.9925,118.768,88.682
"04-Nov-2015",116.7678,118.396,88.569
"05-Nov-2015",116.1571,117.725,88.461
"06-Nov-2015",116.0381,117.577,88.362
"07-Nov-2015",115.7352,116.999,88.307
"08-Nov-2015",115.4931,116.596,88.182
"09-Nov-2015",115.1502,116.051,87.335
"10-Nov-2015",114.764,115.277,87.175
"11-Nov-2015",114.37,114.684,87.141
"12-Nov-2015",114.0018,114.397,87.08
"13-Nov-2015",113.7337,113.863,86.919
"14-Nov-2015",113.3717,113.548,86.786
"15-Nov-2015",113.1248,113.379,86.494
"16-Nov-2015",112.7864,113.076,86.247
"17-Nov-2015",112.5776,112.683,86.178
"18-Nov-2015",112.2709,112.364,86.205
"19-Nov-2015",111.9434,112.087,86.116
"20-Nov-2015",111.4985,111.762,85.93
"21-Nov-2015",111.189,111.347,85.808
"22-Nov-2015",110.7032,111.017,85.665
"23-Nov-2015",110.4262,110.741,85.636
"24-Nov-2015",110.094,109.996,85.475
"25-Nov-2015",109.7764,109.651,85.322
"26-Nov-2015",109.2257,109.279,85.059
"27-Nov-2015",108.9183,108.944,84.813
"28-Nov-2015",108.5157,108.514,84.584
"29-Nov-2015",108.1722,108.165,84.462
"30-Nov-2015",107.8429,107.828,84.032
"01-Dec-2015",107.2603,106.961,83.116
"02-Dec-2015",106.9686,106.493,83.115
"03-Dec-2015",106.6809,106.113,82.869
"04-Dec-2015",106.3385,105.649,82.648
"05-Dec-2015",105.9779,105.216,82.357
"06-Dec-2015",105.5953,104.756,82.113
"07-Dec-2015",105.2176,104.417,81.843
"08-Dec-2015",104.8227,103.762,81.457
"09-Dec-2015",104.4235,103.077,81.19
"10-Dec-2015",103.9663,102.459,80.837
"11-Dec-2015",103.5225,101.876,80.513
"12-Dec-2015",103.0463,101.521,80.119
"13-Dec-2015",102.7192,101.243,79.796
"14-Dec-2015",102.3633,100.977,79.515
"15-Dec-2015",101.9155,100.229,79.19
"16-Dec-2015",101.4845,100.019,78.817
"17-Dec-2015",101.0975,99.588,78.543
"18-Dec-2015",100.4998,99.294,78.117
"19-Dec-2015",100.0905,98.995,77.849
"20-Dec-2015",99.7073,98.649,77.505
"21-Dec-2015",99.2667,98.338,77.103
"22-Dec-2015",98.7906,97.722,76.832
"23-Dec-2015",98.3626,97.329,76.382
"24-Dec-2015",97.9903,97.019,76.183
"25-Dec-2015",97.6059,96.895,75.657
"26-Dec-2015",97.0983,96.118,75.259
"27-Dec-2015",96.5472,95.643,75.008
"28-Dec-2015",96.1165,95.268,74.669
"29-Dec-2015",95.6887,95.435,74.332
"30-Dec-2015",95.2718,95.1,73.93
"31-Dec-2015",94.7866,93.777,73.442
"01-Jan-2016",93.9054,93.91,73.101
"02-Jan-2016",93.5646,93.573,72.785
"03-Jan-2016",93.1594,93.253,72.352
"04-Jan-2016",92.7936,92.986,71.987
"05-Jan-2016",92.3111,91.85,71.581
"06-Jan-2016",91.8875,91.524,71.103
"07-Jan-2016",91.3368,91.227,70.775
"08-Jan-2016",90.8826,90.817,70.295
"09-Jan-2016",90.3645,90.974,69.939
"10-Jan-2016",89.803,90.592,69.796
"11-Jan-2016",89.3399,90.259,68.865
"12-Jan-2016",88.8091,89.452,68.479
"13-Jan-2016",88.3535,89.072,68.154
"14-Jan-2016",87.8463,88.078,67.84
"15-Jan-2016",87.351,87.758,67.509
"16-Jan-2016",86.8435,87.268,67.17
"17-Jan-2016",86.3351,86.818,66.84
"18-Jan-2016",85.832,86.4,66.499
"19-Jan-2016",85.4612,85.684,66.985
"20-Jan-2016",84.8861,85.151,65.735
"21-Jan-2016",84.4153,84.679,65.575
"22-Jan-2016",83.9676,84.243,65.231
"23-Jan-2016",83.4995,83.773,65.056
"24-Jan-2016",82.9895,83.242,64.768
"25-Jan-2016",82.4719,82.721,64.201
"26-Jan-2016",81.9153,81.863,63.776
"27-Jan-2016",81.4888,81.64,63.329
"28-Jan-2016",80.969,81.225,63.093
"29-Jan-2016",80.4805,80.767,62.7
"30-Jan-2016",80.0432,80.136,62.402
"31-Jan-2016",79.5939,79.649,62.205
"01-Feb-2016",78.8793,79.169,62.492
"02-Feb-2016",78.3309,78.481,61.471
"03-Feb-2016",77.8137,77.901,60.562
"04-Feb-2016",77.3085,77.495,60.194
"05-Feb-2016",76.9731,77.17,61.124
"06-Feb-2016",76.5326,76.759,60.695
"07-Feb-2016",76.104,76.266,60.32
"08-Feb-2016",75.5266,75.842,59.743
"09-Feb-2016",74.9961,75.19,59.343
"10-Feb-2016",74.5312,74.692,58.99
